budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,vote_average,vote_count,title,soup
100000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.502098,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Jessie Nelson Productions', 'id': 53061}, {'name': 'David Dobkin Productions', 'id': 53062}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-03,97838349.0,116.0,5.5,211.0,Fred Claus,Action Comedy Drama daviddobkin daviddobkin vincevaughn paulgiamatti johnmichaelhiggins holiday brotherbrotherrelationship elf santaclaus sleigh earth gift reindeer snow northpole christmas
70000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",en,9.951195,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Shangri-La Entertainment', 'id': 2265}, {'name': 'ImageMovers', 'id': 11395}, {'name': 'Paramount Animation', 'id': 24955}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-05,195735876.0,115.0,5.5,855.0,Beowulf,Adventure Action Animation robertzemeckis robertzemeckis raywinstone angelinajolie anthonyhopkins denmark nordicmythology lie prideandvanity folkhero humanweakness viking alienation festivalhall sin royalty curse battle ancientworld adultanimation motioncapture
0,"[{'id': 35, 'name': 'Comedy'}]",en,8.696467,"[{'name': 'Mandate Pictures', 'id': 771}, {'name': 'FilmColony', 'id': 1811}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Ontario Media Development Corporation (OMDC)', 'id': 11576}, {'name': 'Gang of Two Productions', 'id': 66078}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-14,69474661.0,93.0,6.0,365.0,Mr. Magorium'S Wonder Emporium,Comedy zachhelm zachhelm dustinhoffman natalieportman jasonbateman magic fantasy darkness toy sell faith puppet wizardry toyshop rescue aftercreditsstinger piano
18000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.435642,"[{'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-21,57096190.0,126.0,6.7,1438.0,The Mist,Science Fiction Horror Thriller frankdarabont frankdarabont thomasjane marciagayharden laurieholden fathersonrelationship monster supermarket fight artist fog bible spider survivor faith prayer bloodsplatter gore giantmonster blood anger thunderstorm
85000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,11.447798,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'Andalasia Productions', 'id': 8908}, {'name': 'Right Coast Productions', 'id': 8909}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-20,340487652.0,107.0,6.6,1512.0,Enchanted,Comedy Family Fantasy Romance kevinlima kevinlima amyadams patrickdempsey jamesmarsden poison queen fairytale musical princess portal animation fantasyworld evilwitch partanimation
24000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,13.765241,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Anka Film', 'id': 867}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Daybreak Productions', 'id': 11746}, {'name': 'Prime Universe Productions', 'id': 11747}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-21,99965753.0,89.0,5.9,982.0,Hitman,Action Crime Drama Thriller xaviergens xaviergens timothyolyphant dougrayscott olgakurylenko assassin secretidentity intelligence sovietunion russia celibacy hitman secretsociety power powertakeover adversary government execution violence killer basedonvideogame secretformula
9100000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",hi,4.384156,"[{'name': 'Red Chillies Entertainment', 'id': 2343}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2007-11-07,37707444.0,170.0,7.2,85.0,Om Shanti Om,Comedy Drama Romance farahkhan farahkhan shahrukhkhan deepikapadukone arjunrampal 1970s dance bombayindia musical womandirector
86000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",en,7.076062,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Open City Films', 'id': 547}, {'name': 'GreeneStreet Films', 'id': 2152}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-28,14373825.0,84.0,6.3,403.0,Awake,Thriller Crime Mystery jobyharold jobyharold haydenchristensen jessicaalba terrencehoward
180000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",en,11.481379,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Depth of Field', 'id': 1473}, {'name': 'Scholastic Productions', 'id': 1938}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-04,372234864.0,113.0,5.8,1347.0,The Golden Compass,Adventure Fantasy chrisweitz chrisweitz dakotabluerichards nicolekidman danielcraig england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel
150000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.379355,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Original Film', 'id': 333}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Heyday Films', 'id': 7364}, {'name': 'Overbrook Entertainment', 'id': 12485}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-14,585349010.0,101.0,6.9,4977.0,I Am Legend,Drama Horror Action Thriller Science Fiction francislawrence francislawrence willsmith alicebraga charlietahan savingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemic
60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",en,11.805233,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Bagdasarian Productions', 'id': 10930}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-13,361366633.0,92.0,5.5,1212.0,Alvin And The Chipmunks,Comedy Music Family Fantasy Animation timhill timhill jasonlee davidcross cameronrichardson pop popstar recordproducer surprise approach forest music concert friendship performance chipmunk talkinganimal songwriter talkingtoanimals duringcreditsstinger
0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",es,16.213592,"[{'name': 'Wild Bunch', 'id': 856}, {'name': 'Telecinco', 'id': 1182}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Televisió de Catalunya TV3', 'id': 6778}, {'name': 'Esta Vivo! Laboratorio de Nuevos Talentos', 'id': 11649}, {'name': 'Grupo Rodar', 'id': 11650}, {'name': 'Rodar y Rodar Cine y Televisión', 'id': 11651}, {'name': 'Warner Bros. Pictures de España', 'id': 11652}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",2007-08-27,44000000.0,105.0,7.1,652.0,The Orphanage,Horror Drama Thriller juanantoniobayona juanantoniobayona belénrueda fernandocayo rogerpríncep schizophrenia suppressedpast wife
7500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.791591,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Mandate Pictures', 'id': 771}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-05,231411584.0,96.0,7.0,2313.0,Juno,Comedy Drama Romance jasonreitman jasonreitman ellenpage michaelcera jennifergarner sexuality becominganadult puberty firsttime oscaraward pregnancyandbirth pregnantminor precocity partnership teenager teenagepregnancy
10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.119593,"[{'name': 'Block 2 Pictures', 'id': 539}, {'name': 'Jet Tone Production', 'id': 540}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Lou Yi Inc.', 'id': 839}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",2007-05-16,21786738.0,111.0,6.1,197.0,My Blueberry Nights,Drama Romance wongkar-wai wongkar-wai norahjones judelaw natalieportman usa kaffeehaus poker lovesickness waitress bar nightlife night melancholy approach loneliness
45000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,9.070643,"[{'name': 'Two Ton Films', 'id': 17049}, {'name': 'Zadan / Meron Productions', 'id': 70994}, {'name': 'Reiner / Greisman Productions', 'id': 86256}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-25,175372502.0,97.0,7.0,1138.0,The Bucket List,Drama Comedy robreiner robreiner jacknicholson morganfreeman seanhayes africa himalaya braintumor wifehusbandrelationship senseoflife malefriendship safari dyinganddeath wish journeyroundtheworld terminalillness billionaire fatherdaughterrelationship estrangedfather elderly bucketlist tajmahal
20000000,"[{'id': 18, 'name': 'Drama'}]",en,5.970067,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'MacDonald/Parkes Productions', 'id': 384}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Neal Street Productions', 'id': 1522}, {'name': 'China Film Co-Production Corporation', 'id': 2269}, {'name': 'Wonderland Films', 'id': 2299}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Ebeling Group', 'id': 11392}, {'name': 'Beijing Happy Pictures Cultural Communications Co.', 'id': 11553}, {'name': 'Kite Runner Holdings', 'id': 29031}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-10-14,73276047.0,128.0,7.3,405.0,The Kite Runner,Drama marcforster marcforster khalidabdalla atossaleoni shauntoub 1970s afghanistan hanggliding warinafghanistan taliban cowardice bestfriend cowardliness child
50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}]",en,10.038401,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Zanuck Company, The', 'id': 20004}, {'name': 'Parkes+MacDonald Image Nation', 'id': 49325}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-20,152000000.0,116.0,7.0,1745.0,Sweeney Todd: The Demon Barber Of Fleet Street,Drama Horror Music timburton timburton johnnydepp helenabonhamcarter alanrickman confession corset asylum razor villain widow beggar bloodsplatter basedonplayormusical sondheim childinperil bloodonshirt cane lust violence persononfire incest shaving socialinjustice oven beadle uxoricide seaman motherfigure infatuation folktale
130000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,12.854373,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Junction Entertainment', 'id': 19097}, {'name': 'Sparkler Entertainment', 'id': 20012}, {'name': 'NT2 Productions', 'id': 20013}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-13,457363168.0,124.0,6.1,1782.0,National Treasure: Book Of Secrets,Action Adventure Mystery Thriller jonturteltaub jonturteltaub nicolascage jonvoight harveykeitel paris londonengland assassination mountrushmorenationalmemorial riddle fathersonrelationship assassin usapresident wifehusbandrelationship gold secret treasure familyhistory buckinghampalace treasurehunt history archaeologist americancivilwar archeology  secretformula
25000000,"[{'id': 18, 'name': 'Drama'}]",en,8.200627,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'Paramount Vantage', 'id': 838}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-28,77208711.0,158.0,7.9,1581.0,There Will Be Blood,Drama paulthomasanderson paulthomasanderson danielday-lewis pauldano dillonfreasier brotherbrotherrelationship deaf-mute americandream fanatic pipeline petrol father stepfather oil money killer alcoholic
75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,9.979162,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Participant Productions', 'id': 2030}, {'name': 'Playtone Production', 'id': 2031}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-19,119000410.0,102.0,6.5,342.0,Charlie Wilson'S War,Comedy Drama History mikenichols mikenichols tomhanks philipseymourhoffman juliaroberts washingtond.c. alcohol cia helicopter refugeecamp congress coldwar ladykiller rocketlauncher russian munition warinafghanistan dollar
40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,10.793324,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Brandywine Productions', 'id': 19747}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-25,41797066.0,94.0,4.9,758.0,Aliens Vs Predator: Requiem,Fantasy Action Science Fiction Thriller Horror colinstrause colinstrause stevenpasquale reikoaylesworth johnortiz predator nationalguard hybrid alien morgue alienpossession triangle infestation xenomorph
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",en,7.219935,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-21,18317151.0,96.0,6.6,214.0,Walk Hard: The Dewey Cox Story,Comedy Music jakekasdan jakekasdan johnc.reilly jennafischer timmeadows musicrecord rockandroll pop hip-hop fabfour blue popstar rapper recordproducer rock music musicinstrument wedding extramaritalaffair aftercreditsstinger
0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",de,6.370074,"[{'name': 'barefoot films', 'id': 1989}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2007-12-01,81303447.0,116.0,6.2,134.0,Rabbit Without Ears,Drama Comedy Romance tilschweiger tilschweiger tilschweiger jürgenvogel noratschirner loveofone'slife ladykiller one-nightstand kindergarten
15000000,"[{'id': 18, 'name': 'Drama'}]",en,8.735448,"[{'name': 'The Weinstein Company', 'id': 308}, {'name': 'Harpo Films', 'id': 3298}, {'name': 'Marshall Production', 'id': 8801}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-12-27,30226144.0,126.0,6.9,153.0,The Great Debaters,Drama denzelwashington denzelwashington denzelwashington nateparker forestwhitaker biography
40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,5.083211,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Ecosse Films', 'id': 1267}, {'name': 'Beacon Pictures', 'id': 10157}, {'name': 'Walden Media', 'id': 10221}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",2007-12-25,103071443.0,112.0,6.3,293.0,The Water Horse,Fantasy Adventure Family jayrussell jayrussell alexandernathanetel emilywatson benchaplin
30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.304881,"[{'name': 'Wendy Finerman Productions', 'id': 412}, {'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Grosvenor Park Productions', 'id': 17449}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-11-15,156835339.0,126.0,7.0,1011.0,P.S. I Love You,Drama Romance richardlagravenese richardlagravenese hilaryswank gerardbutler lisakudrow job-hopping shoeseller letter dyinganddeath lossofhusband ireland
30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,10.342202,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Dune Entertainment III', 'id': 6332}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-10,160259319.0,111.0,6.1,1013.0,27 Dresses,Comedy Romance annefletcher annefletcher katherineheigl jamesmarsden malinåkerman lovesickness newspaper bar sistersisterrelationship newlove weddingplaner witness bride bridesmaid sister music romanticcomedy siblingrivalry reporter wedding womandirector
2600000,"[{'id': 18, 'name': 'Drama'}]",hi,6.093304,"[{'name': 'Aamir Khan Productions', 'id': 2140}, {'name': 'UTV Motion Pictures', 'id': 2320}, {'name': 'Walt Disney Studios Home Entertainment', 'id': 3202}, {'name': 'PVR Cinemas', 'id': 3661}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2007-12-21,28430000.0,165.0,7.7,194.0,Taare Zameen Par,Drama aamirkhan aamirkhan darsheelsafary aamirkhan tiscachopra painter fathersonrelationship jealousy father boardingschool dyslexia littleboy teacher india childhood teachersandstudents
70000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",ko,6.280906,"[{'name': 'Younggu-Art Movies', 'id': 6366}, {'name': 'Showbox Entertainment', 'id': 11420}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2007-02-08,53587404.0,90.0,4.0,104.0,Dragon Wars: D-War,Fantasy Drama Horror Action Thriller Science Fiction shimhyung-rae shimhyung-rae jasonbehr robertforster aimeegarcia giantsnake korea building dagger southkorea
1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",es,8.504511,"[{'name': 'Filmax', 'id': 3631}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2007-04-10,30448000.0,78.0,7.1,954.0,[Rec],Horror Mystery jaumebalagueró jaumebalagueró manuelavelasco ferranterraza marthacarbonell terror obsession camcorder fireman religionandsupernatural realitytv bite cinematographer attempttoescape lodger live-reportage foundfootage
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.868098,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-15,170764026.0,85.0,6.4,2297.0,Cloverfield,Action Thriller Science Fiction mattreeves mattreeves lizzycaplan jessicalucas odetteannable helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friend alien rescue survival disaster escape giantmonster kaiju military foundfootage aftercreditsstinger
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,7.383961,"[{'name': 'Cube Vision', 'id': 2780}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-11,38804615.0,96.0,5.3,40.0,First Sunday,Action Comedy davide.talbert davide.talbert icecube kattwilliams tracymorgan gospel
35000000,"[{'id': 18, 'name': 'Drama'}]",en,7.85217,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Cohen/Pearl Productions', 'id': 2397}, {'name': 'Screen Gems', 'id': 3287}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-22,32483410.0,101.0,5.9,241.0,Untraceable,Drama gregoryhoblit gregoryhoblit dianelane billyburke colinhanks suicide fbi kidnapping snuff sadism investigation police psychopath webcam website murder serialkiller internet torture violence voyeur
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,9.91556,"[{'name': 'Nu Image Films', 'id': 925}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Equity Pictures Medienfonds GmbH & Co. KG IV', 'id': 20363}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-24,113244290.0,92.0,6.4,1009.0,Rambo,Action Thriller sylvesterstallone sylvesterstallone sylvesterstallone juliebenz matthewmarsden missionary river boat pastor snake fight border mercenary thailand burma war weapon sequel
30000000,"[{'id': 35, 'name': 'Comedy'}]",en,6.416753,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'New Regency Pictures', 'id': 10104}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-01-24,84646831.0,84.0,3.8,370.0,Meet The Spartans,Comedy jasonfriedberg jasonfriedberg seanmaguire carmenelectra kendavitian fight queen penguin blackhole men army s.a.t. aftercreditsstinger duringcreditsstinger
12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.233662,"[{'name': 'Paramount Vantage', 'id': 838}, {'name': 'VN Productions', 'id': 4622}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-01,56309766.0,98.0,5.5,284.0,The Eye,Drama Horror Thriller davidmoreau davidmoreau jessicaalba alessandronivola parkerposey sistersisterrelationship blindnessandimpairedvision eyeoperation eyesight dyinganddeath eye classicalmusic sister eyespecialist remake
85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.928661,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Internationale Filmproduktion Eagle', 'id': 21498}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-07-11,160388063.0,120.0,6.5,1555.0,Hellboy Ii: The Golden Army,Adventure Fantasy Science Fiction guillermodeltoro guillermodeltoro ronperlman selmablair jeffreytambor auction northernireland resignation superhero rebellion violence spear cutarm splitscreen superheroteam armrippedoff supervillain remorse selfexile vanishingfigure fathersonconflict
15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,9.895652,"[{'name': 'Blueprint Pictures', 'id': 2376}, {'name': 'Scion Films', 'id': 7419}, {'name': 'Film4', 'id': 9349}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Twins Financing', 'id': 20899}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-08,34533783.0,107.0,7.4,1414.0,In Bruges,Comedy Drama Crime martinmcdonagh martinmcdonagh colinfarrell brendangleeson ralphfiennes brugesbelgium townsquare vietnamese canadianstereotype skinnedalive gruuthusemuseumbruges
35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,4.386145,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-08,43650785.0,114.0,5.7,58.0,Welcome Home Roscoe Jenkins,Comedy Drama malcolmd.lee malcolmd.lee martinlawrence jamesearljones margaretavery talkshow
70000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",en,9.4548,"[{'name': 'De Line Pictures', 'id': 2609}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-07,111231041.0,112.0,5.4,454.0,Fool'S Gold,Romance Comedy Adventure andytennant andytennant matthewmcconaughey katehudson donaldsutherland helicopter cemetery boat mexicanstandoff sword cave shipwreck yacht bahamas jetski treasurehunt rivalry scubadiving gangster underwater divorce heiress ex-husbandex-wiferelationship henchman
15000000,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",en,0.900864,"[{'name': 'National Geographic Entertainment', 'id': 11522}, {'name': '3ality Digital Entertainment', 'id': 80711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-05-19,22730842.0,85.0,6.7,10.0,U2 3D,Music Documentary markpellington markpellington bono theedge adamclayton
85000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.03897,"[{'name': 'Dune Entertainment', 'id': 444}, {'name': 'Hypnotic', 'id': 7384}, {'name': 'New Regency Pictures', 'id': 10104}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-10,222231186.0,88.0,5.9,1855.0,Jumper,Adventure Fantasy Science Fiction dougliman dougliman haydenchristensen jamiebell samuell.jackson adolescence basedonnovel lossofchild fight chase teleportation supernaturalpowers leapintime enemy motherlylove
0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,12.553657,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Ringerike Erste Filmproduktion', 'id': 49123}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-08,55447968.0,112.0,6.7,638.0,"Definitely, Maybe",Comedy Romance adambrooks adambrooks ryanreynolds abigailbreslin elizabethbanks lovesickness loveofone'slife narration lover kiss daughter affection relation makeamatch sexeducation relationship divorce fatherdaughterrelationship pastrelationship
40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,7.001645,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Kanzaman', 'id': 4169}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Art In Motion', 'id': 31604}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-02-01,151161491.0,90.0,6.3,731.0,Vantage Point,Drama Action Thriller Crime petetravis petetravis dennisquaid matthewfox forestwhitaker bomb terror spain usapresident terrorist waragainstterror camera carjourney press television camcorder bodyguard safety terrorcell limousine medium securityguard
